sep=,
Type,FSVA3013,
Version,1.40,
Date,01.Nov 2023,
Mode,ANALYZER,
Preamplifier,ON,
Transducer,OFF,
Center Freq,514980000.000000,Hz
Freq Offset,0.000000,Hz
Start,30060000.000000,Hz
Stop,999900000.000000,Hz
Span,969840000.000000,Hz
Ref Level,102.000000,dBµV
Level Offset,0.000000,dB
Rf Att,0.000000,dB
El Att,0.000000,dB
RBW,120000.000000,Hz
VBW,1000000.000000,Hz
SWT,0.674000,s
Sweep Count,10,
Window,1,Frequency Sweep
Ref Position,100.000000,%
Level Range,100.000000,dB
x-Axis,LIN,
y-Axis,LOG,
x-Unit,Hz,
y-Unit,dBµV,
Trace,1,
Trace Mode,VIEW,
Detector,RMS,
Values,8083,
30060000,29.67687225341796875,
30180000,31.27866363525390625,
30300000,33.366546630859375,
30420000,36.74829864501953125,
30540000,38.43889617919921875,
30660000,41.25815582275390625,
30780000,46.165943145751953125,
30900000,48.46955108642578125,
31020000,50.632038116455078125,
31140000,48.880672454833984375,
31260000,48.81380462646484375,
31380000,49.361454010009765625,
31500000,45.7449188232421875,
31620000,44.693328857421875,
31740000,43.18744659423828125,
31860000,43.264232635498046875,
31980000,43.1217193603515625,
32100000,41.80530548095703125,
32220000,41.19789886474609375,
32340000,39.9630126953125,
32460000,39.77793121337890625,
32580000,40.11071014404296875,
32700000,40.7971649169921875,
32820000,42.4046630859375,
32940000,39.25252532958984375,
33060000,41.878753662109375,
33180000,39.49619293212890625,
33300000,38.34857177734375,
33420000,42.33826446533203125,
33540000,41.84908294677734375,
33660000,42.6285552978515625,
33780000,41.65390777587890625,
33900000,37.72408294677734375,
34020000,40.96773529052734375,
34140000,42.311676025390625,
34260000,43.269092559814453125,
34380000,33.19908905029296875,
34500000,41.73760986328125,
34620000,34.3333740234375,
34740000,30.976806640625,
34860000,39.66192626953125,
34980000,33.77341461181640625,
35100000,37.25138092041015625,
35220000,35.97183990478515625,
35340000,26.27845001220703125,
35460000,33.296295166015625,
35580000,35.71912384033203125,
35700000,41.16545867919921875,
35820000,31.45478057861328125,
35940000,45.06084442138671875,
36060000,37.24771881103515625,
36180000,24.94892120361328125,
36300000,29.22141265869140625,
36420000,35.0165863037109375,
36540000,23.75016021728515625,
36660000,30.8035125732421875,
36780000,28.2581329345703125,
36900000,35.142852783203125,
37020000,31.463531494140625,
37140000,28.29256439208984375,
37260000,26.77977752685546875,
37380000,28.28363800048828125,
37500000,25.53064727783203125,
37620000,25.1873779296875,
37740000,25.5017242431640625,
37860000,29.04677581787109375,
37980000,26.01963043212890625,
38100000,27.1754608154296875,
38220000,24.646881103515625,
38340000,25.1767425537109375,
38460000,26.8546905517578125,
38580000,27.25936126708984375,
38700000,24.06308746337890625,
38820000,26.3458709716796875,
38940000,25.52274322509765625,
39060000,22.79814910888671875,
39180000,22.27269744873046875,
39300000,25.22808837890625,
39420000,22.416961669921875,
39540000,24.918304443359375,
39660000,21.95125579833984375,
39780000,24.62371063232421875,
39900000,25.64556884765625,
40020000,27.38824462890625,
40140000,24.3546600341796875,
40260000,25.9820098876953125,
40380000,24.6145782470703125,
40500000,21.031097412109375,
40620000,22.4644317626953125,
40740000,25.58740997314453125,
40860000,21.806060791015625,
40980000,24.89682769775390625,
41100000,21.1419525146484375,
41220000,23.758636474609375,
41340000,24.3254852294921875,
41460000,24.1211395263671875,
41580000,21.03812408447265625,
41700000,24.84932708740234375,
41820000,23.78630828857421875,
41940000,31.19317626953125,
42060000,24.061309814453125,
42180000,22.4687957763671875,
42300000,21.44823455810546875,
42420000,22.38246917724609375,
42540000,22.63195037841796875,
42660000,23.45523834228515625,
42780000,22.96547698974609375,
42900000,22.3422088623046875,
43020000,22.69303131103515625,
43140000,23.2486419677734375,
43260000,23.54213714599609375,
43380000,22.7350616455078125,
43500000,23.69736480712890625,
43620000,25.23233795166015625,
43740000,24.795654296875,
43860000,24.25907135009765625,
43980000,23.020355224609375,
44100000,24.4961700439453125,
44220000,24.07328033447265625,
44340000,24.09510040283203125,
44460000,23.27889251708984375,
44580000,23.57105255126953125,
44700000,22.3378448486328125,
44820000,21.7629547119140625,
44940000,23.09836578369140625,
45060000,22.63794708251953125,
45180000,21.590362548828125,
45300000,22.71381378173828125,
45420000,23.61907196044921875,
45540000,24.1278533935546875,
45660000,24.27349090576171875,
45780000,24.17835235595703125,
45900000,23.5741119384765625,
46020000,23.22960662841796875,
46140000,23.591217041015625,
46260000,23.30107879638671875,
46380000,22.9914703369140625,
46500000,24.194976806640625,
46620000,22.4510955810546875,
46740000,23.3893585205078125,
46860000,23.1087188720703125,
46980000,23.9927520751953125,
47100000,24.122894287109375,
47220000,24.1031646728515625,
47340000,22.28954315185546875,
47460000,23.701324462890625,
47580000,22.92443084716796875,
47700000,22.36114501953125,
47820000,22.64138031005859375,
47940000,26.40071868896484375,
48060000,22.76871490478515625,
48180000,22.79453277587890625,
48300000,22.05011749267578125,
48420000,24.2210693359375,
48540000,23.13653564453125,
48660000,23.8538360595703125,
48780000,21.44142913818359375,
48900000,22.777740478515625,
49020000,22.08514404296875,
49140000,22.56183624267578125,
49260000,23.24620819091796875,
49380000,23.73873138427734375,
49500000,23.895050048828125,
49620000,23.887054443359375,
49740000,24.70360565185546875,
49860000,24.45070648193359375,
49980000,25.14139556884765625,
50100000,25.32444000244140625,
50220000,25.533172607421875,
