sep=,
Type,FSVA3013,
Version,1.40,
Date,01.Nov 2023,
Mode,ANALYZER,
Preamplifier,ON,
Transducer,OFF,
Center Freq,3500000000.000000,Hz
Freq Offset,0.000000,Hz
Start,1000500000.000000,Hz
Stop,5999500000.000000,Hz
Span,4999000000.000000,Hz
Ref Level,62.000000,dBµV
Level Offset,0.000000,dB
Rf Att,0.000000,dB
El Att,0.000000,dB
RBW,1000000.000000,Hz
VBW,10000000.000000,Hz
SWT,0.650000,s
Sweep Count,10,
Window,1,Frequency Sweep
Ref Position,100.000000,%
Level Range,100.000000,dB
x-Axis,LIN,
y-Axis,LOG,
x-Unit,Hz,
y-Unit,dBµV,
Trace,1,
Trace Mode,VIEW,
Detector,RMS,
Values,5000,
1000500000,-1.7993927001953125,
1001500000,-1.64128875732421875,
1002500000,-1.713653564453125,
1003500000,-1.41533660888671875,
1004500000,-1.27574920654296875,
1005500000,-1.48431396484375,
1006500000,-1.38732147216796875,
1007500000,-1.310302734375,
1008500000,-1.38787841796875,
1009500000,-1.656219482421875,
1010500000,-1.90586090087890625,
1011500000,-1.88411712646484375,
1012500000,-2.12560272216796875,
1013500000,-2.1046295166015625,
1014500000,-2.22940826416015625,
1015500000,-1.9238739013671875,
1016500000,-2.16457366943359375,
1017500000,-2.08835601806640625,
1018500000,-1.92945098876953125,
1019500000,-2.0225830078125,
1020500000,-1.93840789794921875,
1021500000,-1.8464508056640625,
1022500000,-2.01653289794921875,
1023500000,-1.84706878662109375,
1024500000,-2.3410186767578125,
1025500000,-2.3515472412109375,
1026500000,-2.31620025634765625,
1027500000,-2.46166229248046875,
1028500000,-2.84990692138671875,
1029500000,-2.55835723876953125,
1030500000,-2.5068206787109375,
1031500000,-2.2144317626953125,
1032500000,-2.3914031982421875,
1033500000,-2.31398773193359375,
1034500000,-1.944610595703125,
1035500000,-1.85288238525390625,
1036500000,-1.6916961669921875,
1037500000,-1.8363800048828125,
1038500000,-1.6827545166015625,
1039500000,-2.0892333984375,
1040500000,-2.2035980224609375,
1041500000,-2.21453857421875,
1042500000,-2.36719512939453125,
1043500000,-2.268280029296875,
1044500000,-2.38619232177734375,
1045500000,-2.4572906494140625,
1046500000,-2.2126617431640625,
1047500000,-2.14920806884765625,
1048500000,-2.08101654052734375,
1049500000,-1.88437652587890625,
1050500000,-2.0957794189453125,
1051500000,-1.70844268798828125,
1052500000,-1.67913818359375,
1053500000,-1.7630767822265625,
1054500000,-1.45975494384765625,
1055500000,-1.86529541015625,
1056500000,-1.7432098388671875,
1057500000,-1.55168914794921875,
1058500000,-1.6232757568359375,
1059500000,-1.63758087158203125,
1060500000,-1.49254608154296875,
1061500000,-1.2048187255859375,
1062500000,-1.1181488037109375,
1063500000,-0.8461151123046875,
1064500000,-0.8317108154296875,
1065500000,-0.47905731201171875,
1066500000,-0.4985504150390625,
1067500000,0.00829315185546875,
1068500000,0.38391876220703125,
1069500000,0.69049835205078125,
1070500000,0.77008819580078125,
1071500000,0.52593994140625,
1072500000,0.48418426513671875,
1073500000,0.523162841796875,
1074500000,0.42574310302734375,
1075500000,0.60759735107421875,
1076500000,0.47823333740234375,
1077500000,0.52129364013671875,
1078500000,0.986297607421875,
1079500000,0.78802490234375,
1080500000,1.0302276611328125,
1081500000,0.73000335693359375,
1082500000,1.15582275390625,
1083500000,1.5743408203125,
1084500000,1.88727569580078125,
1085500000,2.1667327880859375,
1086500000,2.08864593505859375,
1087500000,2.114227294921875,
1088500000,2.01624298095703125,
1089500000,2.30367279052734375,
1090500000,2.51287078857421875,
1091500000,2.50170135498046875,
1092500000,2.58905792236328125,
1093500000,2.81073760986328125,
1094500000,3.17328643798828125,
1095500000,9.2241363525390625,
1096500000,10.72516632080078125,
1097500000,10.92971038818359375,
1098500000,10.70195770263671875,
1099500000,9.2972259521484375,
1100500000,3.7584991455078125,
1101500000,3.5199127197265625,
1102500000,2.9297332763671875,
1103500000,2.51094818115234375,
1104500000,2.31247711181640625,
1105500000,2.2125244140625,
1106500000,2.141265869140625,
1107500000,2.11629486083984375,
1108500000,1.84447479248046875,
1109500000,2.0156402587890625,
1110500000,2.259063720703125,
1111500000,2.9761962890625,
1112500000,3.68017578125,
1113500000,4.091339111328125,
1114500000,4.4455718994140625,
1115500000,4.75640869140625,
1116500000,5.39543914794921875,
1117500000,5.33980560302734375,
1118500000,5.90874481201171875,
1119500000,5.992584228515625,
1120500000,6.44716644287109375,
1121500000,6.6425018310546875,
1122500000,6.8927154541015625,
1123500000,7.31781768798828125,
1124500000,7.716766357421875,
1125500000,8.166015625,
1126500000,8.78516387939453125,
1127500000,9.04742431640625,
1128500000,9.37284088134765625,
1129500000,9.53656768798828125,
